0.6607,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1071,0,0,0,0,0.0893,0,0.0357,0,0,0,0,0.0714,0,0,0,0,0,0,0,0.0179,0
0,0.8047,0.0022,0.0023,0.0002,0.0052,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0002,0,0,0,0,0,0.0001,0.0256,0.0063,0.0917,0,0,0,0,0.0607,0,0,0,0,0,0,0,0.0004,0
0,0.0251,0.6526,0.0635,0,0.001,0,0,0,0,0,0,0.0103,0,0,0,0,0,0.0305,0.0084,0.0025,0.0005,0.0015,0,0,0.0689,0.096,0,0,0.0025,0.001,0,0.0315,0,0.0005,0,0,0.0005,0.0025,0,0.001,0
0,0.0071,0.036,0.7725,0.0048,0,0,0,0,0,0,0,0.0172,0.0008,0.0002,0.0004,0,0,0.0149,0.0136,0.0057,0.0042,0.0021,0,0.0023,0.0211,0.0816,0,0,0.001,0.0013,0,0.0063,0,0,0.0008,0.0004,0.0002,0.0015,0,0.0038,0
0,0.0222,0.0222,0.1407,0.4667,0,0,0,0,0,0,0,0.0148,0.0148,0,0.0074,0,0,0,0,0.0222,0.0222,0,0,0,0.0593,0.163,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0.0074,0
0.0002,0.0283,0.0007,0.0002,0,0.6409,0,0,0.0002,0,0,0,0.0027,0,0,0,0.0002,0,0.0227,0,0.0117,0.0002,0.0037,0,0,0.0892,0.137,0.0256,0,0.0005,0,0,0.0339,0,0,0,0,0.0012,0.0002,0,0.0002,0
0,0,0,0,0,0,0.2713,0,0.0315,0,0,0,0,0,0,0,0,0,0.3375,0,0,0,0.0158,0,0,0.0095,0.0284,0,0,0.2839,0,0,0,0,0,0,0,0,0.0221,0,0,0
0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2267,0,0,0,0,0,0.0133,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0
0,0,0,0,0,0,0.0111,0,0.427,0,0,0,0,0,0,0,0,0,0.0642,0,0,0,0.2345,0,0,0.0044,0.0111,0,0,0.0376,0,0,0,0,0,0,0,0.0111,0.1969,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0769,0,0,0,0,0,0.1538,0,0,0,0,0,0.1538,0,0.1538,0,0.1538,0,0,0,0,0,0,0,0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0333,0,0,0,0,0,0,0.6333,0,0,0,0,0,0,0,0,0.0333,0.0333,0,0,0,0.0667,0.0667,0,0,0,0,0,0.0667,0,0,0,0,0,0,0,0.0667,0
0,0,0.0107,0.0625,0.003,0.0036,0.0006,0,0,0,0,0,0.5813,0.003,0,0.0006,0.0012,0,0.0971,0.0155,0.0048,0.0012,0.0006,0,0,0.0089,0.1971,0,0,0.0036,0.0006,0,0.0006,0,0,0,0,0.0006,0.0018,0,0.0012,0
0,0,0,0.0075,0,0,0,0,0,0,0.0075,0,0.0448,0.5746,0.0149,0.0896,0,0,0,0,0.1045,0.0075,0,0,0,0,0.1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0244,0,0.0244,0,0.0122,0,0,0,0,0,0,0.0122,0.0244,0.6463,0,0,0,0,0,0,0,0,0,0.0366,0.0366,0.1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0093,0.0093,0,0,0,0,0,0.0047,0,0.0047,0.0884,0,0.7023,0.0093,0,0.0186,0.0047,0.0419,0.0093,0,0,0,0,0.0744,0,0,0.0093,0,0,0,0,0,0.0047,0,0,0,0,0.0093,0
0,0,0,0,0,0,0,0,0,0,0.0449,0,0.0225,0,0,0.0562,0.427,0,0.1236,0,0.2247,0,0,0,0,0,0.1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0008,0.0078,0.0103,0.0001,0.0075,0.0101,0,0.0026,0,0.0002,0,0.0195,0,0,0.001,0.0019,0,0.5845,0.0128,0.0088,0,0.0142,0.0001,0,0.0477,0.2146,0.0005,0,0.0439,0.0005,0,0.0042,0,0,0.0002,0,0.0016,0.0038,0,0.0006,0
0,0.0009,0.0133,0.0893,0.0009,0.0009,0,0,0,0,0,0,0.0361,0,0,0,0,0,0.1111,0.4653,0.0019,0,0.0114,0,0,0.0389,0.1823,0.0009,0,0.0114,0.0247,0,0.0019,0,0,0,0,0.0009,0.0066,0,0.0009,0
0.0011,0.0005,0.0005,0.0062,0.0003,0.0051,0,0.0016,0,0,0.0001,0.0003,0.0009,0.001,0,0.0017,0.0012,0,0.0058,0,0.826,0.0058,0,0.0002,0,0.0249,0.0784,0.0035,0,0,0,0,0.0067,0.0002,0,0.0225,0.0007,0,0,0.0002,0.0044,0
0.0018,0,0,0.052,0.0054,0,0,0,0,0,0,0.0036,0,0,0,0,0,0,0.0018,0.0036,0.1022,0.4713,0,0,0,0.0878,0.1613,0,0,0.0036,0,0,0.0143,0,0,0.0108,0.0125,0,0,0,0.0681,0
0,0.0009,0.0018,0.0018,0,0.0036,0.0064,0,0.0954,0,0,0,0.0018,0,0,0,0,0,0.2044,0.0173,0,0,0.3233,0,0,0.059,0.119,0,0,0.0218,0.0018,0,0.0036,0,0,0,0,0.02,0.1163,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0182,0.1636,0,0.0182,0,0,0,0,0,0,0,0,0.0727,0.0182,0,0.0182,0.0364,0,0,0,0,0,0.3455,0.0545,0.2182,0.0182,0,0,0,0,0.0182,0,0,0,0,0,0,0,0,0
0.0001,0.0121,0.0024,0.002,0.0001,0.0079,0.0002,0,0.0003,0,0,0,0.0004,0,0.0001,0,0,0,0.0084,0.001,0.0036,0.0011,0.0019,0,0.0001,0.6453,0.1523,0.0203,0,0.0004,0,0,0.1361,0,0,0.0001,0.0001,0.0019,0.0009,0,0.0008,0
0.0001,0.003,0.0041,0.0069,0.0004,0.0141,0.0007,0,0.0003,0,0,0,0.007,0.0003,0.0003,0.0003,0.0003,0,0.0422,0.0043,0.0171,0.0021,0.0036,0,0.0002,0.1209,0.7463,0.0037,0,0.0022,0.0002,0,0.0145,0,0,0.0003,0.0002,0.0018,0.0009,0,0.0015,0
0.0001,0.177,0.0001,0.0002,0,0.0068,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0004,0,0.0008,0,0.0001,0,0,0.0646,0.0072,0.5742,0.0001,0.0001,0,0,0.1681,0,0,0,0,0.0001,0,0,0.0003,0
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0055,0.0064,0,0.0018,0.0744,0,0.0046,0,0.0009,0,0.0037,0,0,0.0009,0.0009,0,0.4628,0.0101,0.0028,0,0.0147,0,0,0.011,0.0523,0,0,0.3168,0.0037,0,0.0018,0,0,0.0009,0,0,0.0239,0,0,0
0,0.0118,0.0235,0.0706,0,0,0,0,0,0,0,0,0.0353,0,0,0.0118,0,0,0.0824,0.3412,0,0.0118,0,0,0,0.0471,0.0706,0,0,0.0353,0.2353,0,0,0,0,0,0,0,0.0235,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0763,0.0026,0.0021,0.0001,0.006,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.0011,0.0001,0.001,0.0001,0.0003,0,0.0001,0.2174,0.0226,0.1281,0,0,0.0001,0,0.5404,0,0,0,0,0.0003,0.0002,0,0.0004,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0113,0.0023,0.0023,0,0.0676,0,0,0,0,0,0,0,0,0,0,0.0023,0,0.4572,0.018,0,0,0,0.009,0.0203,0,0,0,0,0,0.0045,0,0,0.3694,0.0023,0,0,0,0.0315,0
0,0,0,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1591,0.2955,0,0,0,0.0227,0.0909,0,0,0,0,0,0.0455,0,0,0.0682,0.1364,0,0,0,0.1591,0
0,0,0,0,0,0.0109,0,0,0.0511,0,0,0,0,0,0,0,0,0,0.0839,0.0109,0,0,0.2774,0,0,0.1095,0.146,0,0,0.0036,0,0,0.0073,0,0,0,0,0.1934,0.0876,0,0.0146,0
0,0.0018,0,0.0054,0,0,0.0036,0,0.1207,0,0,0,0.0018,0,0,0.0018,0,0,0.1712,0.0505,0,0,0.2018,0,0,0.0432,0.0486,0,0,0.0811,0.009,0,0,0,0,0,0,0.0072,0.2505,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0
0,0.0387,0.0129,0.0323,0,0.0065,0,0,0.0097,0,0,0.0097,0.0065,0,0,0,0,0,0.0194,0.0065,0.1839,0.1548,0.0194,0,0,0.0742,0.1097,0.0065,0,0.0032,0,0,0.0516,0,0,0.0581,0.0387,0.0032,0,0,0.1548,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
